County,Race,Candidate,Party,Votes,PercentageOfTotalVotes,JurisdictionName
Skamania,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),2337,46.66,Washington State
Skamania,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),2738,54.13,Washington State
Skamania,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),2320,45.87,Washington State
Skamania,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,2426,55.14,Washington State
Skamania,Washington State Superintendent of Public Instruction,Randy Dorn,,1974,44.86,Washington State
Skamania,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),2690,54.88,Washington State
Skamania,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),2212,45.12,Washington State
Skamania,Legislative District 15 State Representative Pos. 1,Bruce Chandler,(Prefers Republican Party),2876,57.41,Legislative District 15
Skamania,Legislative District 15 State Representative Pos. 1,John (Jobs) Gotts,(Prefers Democratic Party),2134,42.59,Legislative District 15
Skamania,Legislative District 15 State Representative Pos. 2,Dan Newhouse,(Prefers Republican Party),2965,58.74,Legislative District 15
Skamania,Legislative District 15 State Representative Pos. 2,Tao Berman,(Prefers Democratic Party),2083,41.26,Legislative District 15
Skamania,SKAMANIA COUNTY Commissioner #1,Honna T. Sheffield,(Prefers Democratic Party),2407,46.47,SKAMANIA COUNTY
Skamania,SKAMANIA COUNTY Commissioner #1,Paul J. Pearce,(Prefers G.O.P. Party),2773,53.53,SKAMANIA COUNTY
Skamania,SKAMANIA COUNTY Commissioner #2,Bruce Scherling,(Prefers Democratic Party),2481,47.79,SKAMANIA COUNTY
Skamania,SKAMANIA COUNTY Commissioner #2,Jim (JR) Richardson,(Prefers Republican Party),2711,52.21,SKAMANIA COUNTY
Skamania,Supreme Court Justice Position 3,Mary Fairhurst,,3570,100,Supreme Court
Skamania,Supreme Court Justice Position 4,Charles W. Johnson,,3536,100,Supreme Court
Skamania,Supreme Court Justice Position 7,Debra L. Stephens,,3537,100,Supreme Court
Skamania,"Klickitat, Skamania Superior Court Judge Position 1",E. Thompson (Tom) Reynolds,,3808,100,"Klickitat, Skamania Superior Court"
Skamania,MT. PLEASANT SCHOOL Proposition No. 1 Maintenance and Operation Levy,Levy Yes,,79,38.54,MT. PLEASANT SCHOOL
Skamania,MT. PLEASANT SCHOOL Proposition No. 1 Maintenance and Operation Levy,Levy No,,126,61.46,MT. PLEASANT SCHOOL
Skamania,HOME VALLEY WATER Proposition No. 1 Maintenance and Capital Improvement Fund Levy,Levy Yes,,101,66.45,HOME VALLEY WATER
Skamania,HOME VALLEY WATER Proposition No. 1 Maintenance and Capital Improvement Fund Levy,Levy No,,51,33.55,HOME VALLEY WATER
Skamania,PUBLIC UTILITY DISTRICT Commissioner #3,Walt Loehrke,,1604,36.97,PUBLIC UTILITY DISTRICT
Skamania,PUBLIC UTILITY DISTRICT Commissioner #3,Clyde D. Leach,,2735,63.03,PUBLIC UTILITY DISTRICT
Snohomish,Statewide Initiative Measure 985 concerns transportation,Yes,,133677,43.1,Statewide
Snohomish,Statewide Initiative Measure 985 concerns transportation,No,,176466,56.9,Statewide
Snohomish,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,174968,55.82,Statewide
Snohomish,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,138504,44.18,Statewide
Snohomish,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,230387,74.84,Statewide
Snohomish,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,77473,25.17,Statewide
Snohomish,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,187294,58.47,United States
Snohomish,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,126722,39.56,United States
Snohomish,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,3312,1.03,United States
Snohomish,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,70,0.02,United States
Snohomish,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,73,0.02,United States
Snohomish,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,1559,0.49,United States
Snohomish,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,972,0.3,United States
Snohomish,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,331,0.1,United States
Snohomish,U.S. Congressional District 1 Representative,Jay Inslee,(Prefers Democratic Party),106895,66.9,U.S. Congressional District 1
Snohomish,U.S. Congressional District 1 Representative,Larry Ishmael,(Prefers G.O.P. Party),52894,33.1,U.S. Congressional District 1
Snohomish,U.S. Congressional District 2 Representative,Rick Larsen,(Prefers Democratic Party),87457,59,U.S. Congressional District 2
Snohomish,U.S. Congressional District 2 Representative,Rick Bart,(Prefers Republican Party),60784,41,U.S. Congressional District 2
Snohomish,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),167175,52.67,Washington State
Snohomish,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),150205,47.33,Washington State
Snohomish,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),185108,61.42,Washington State
Snohomish,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),116276,38.58,Washington State
Snohomish,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),172173,57.13,Washington State
Snohomish,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),129193,42.87,Washington State
Snohomish,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),147953,49.5,Washington State
Snohomish,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),150923,50.5,Washington State
Snohomish,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),191555,64,Washington State
Snohomish,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),107751,36,Washington State
Snohomish,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),186169,61.36,Washington State
Snohomish,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),117226,38.64,Washington State
Snohomish,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),147375,49.32,Washington State
Snohomish,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),151459,50.68,Washington State
Snohomish,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,121321,43.9,Washington State
Snohomish,Washington State Superintendent of Public Instruction,Randy Dorn,,155011,56.1,Washington State
Snohomish,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),182605,62.29,Washington State
Snohomish,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),110531,37.71,Washington State
Snohomish,Legislative District 1 State Senator,Rosemary McAuliffe,(Prefers Democratic Party),30347,57.55,Legislative District 1
Snohomish,Legislative District 1 State Senator,Dennis Richter,(Prefers Republican Party),22386,42.45,Legislative District 1
Snohomish,Legislative District 1 State Representative Pos. 1,Al O'Brien,(Prefers Democratic Party),41001,100,Legislative District 1
Snohomish,Legislative District 1 State Representative Pos. 2,Mark Ericks,(Prefers Democratic Party),40243,100,Legislative District 1
Snohomish,Legislative District 10 State Senator,Mary Margaret Haugen,(Prefers Democratic Party),9249,54.46,Legislative District 10
Snohomish,Legislative District 10 State Senator,Linda Haddon,(Prefers Republican Party),7733,45.54,Legislative District 10
Snohomish,Legislative District 10 State Representative Pos. 1,Norma  Smith,(Prefers G.O.P. Party),8333,49.95,Legislative District 10
Snohomish,Legislative District 10 State Representative Pos. 1,Tim Knue,(Prefers Democratic Party),8351,50.05,Legislative District 10
Snohomish,Legislative District 10 State Representative Pos. 2,Barbara Bailey,(Prefers Republican Party),9211,55.59,Legislative District 10
Snohomish,Legislative District 10 State Representative Pos. 2,Patricia J. Terry,(Prefers Democratic Party),7360,44.41,Legislative District 10
Snohomish,Legislative District 21 State Representative Pos. 1,Mary Helen Roberts,(Prefers Democratic Party),36352,67.59,Legislative District 21
Snohomish,Legislative District 21 State Representative Pos. 1,Brian M. Travis,(Prefers Republican Party),17433,32.41,Legislative District 21
Snohomish,Legislative District 21 State Representative Pos. 2,Marko Liias,(Prefers Democratic Party),34156,63.94,Legislative District 21
Snohomish,Legislative District 21 State Representative Pos. 2,Andrew Funk,(Prefers Republican Party),19259,36.06,Legislative District 21
Snohomish,Legislative District 32 State Representative Pos. 1,Maralyn Chase,(Prefers Democratic Party),7012,65.05,Legislative District 32
Snohomish,Legislative District 32 State Representative Pos. 1,Alex Rion,(Prefers G.O.P. Party),3768,34.95,Legislative District 32
Snohomish,Legislative District 32 State Representative Pos. 2,Ruth Kagi,(Prefers Democratic Party),8251,100,Legislative District 32
Snohomish,Legislative District 38 State Representative Pos. 1,John R. McCoy,(Prefers Democratic Party),25997,57.55,Legislative District 38
Snohomish,Legislative District 38 State Representative Pos. 1,Cris Larson,(States No Party Preference),19174,42.45,Legislative District 38
Snohomish,Legislative District 38 State Representative Pos. 2,Mike Sells,(Prefers Democratic Party),36293,100,Legislative District 38
Snohomish,Legislative District 39 State Senator,Val Stevens,(Prefers Republican Party),29127,59.04,Legislative District 39
Snohomish,Legislative District 39 State Senator,Fred Walser,(Prefers Democratic Party),20211,40.96,Legislative District 39
Snohomish,Legislative District 39 State Representative Pos. 1,Dan Kristiansen,(Prefers R Party),26929,55.43,Legislative District 39
Snohomish,Legislative District 39 State Representative Pos. 1,Scott Olson,(Prefers Democratic Party),21655,44.57,Legislative District 39
Snohomish,Legislative District 39 State Representative Pos. 2,Kirk Pearson,(Prefers Republican Party),30199,62.34,Legislative District 39
Snohomish,Legislative District 39 State Representative Pos. 2,David E. Personius,(Prefers Democratic Party),18242,37.66,Legislative District 39
Snohomish,Legislative District 44 State Representative Pos. 1,Hans Dunshee,(Prefers Democratic Party),41531,60.99,Legislative District 44
Snohomish,Legislative District 44 State Representative Pos. 1,Larry Countryman,(Prefers G.O.P. Party),26561,39.01,Legislative District 44
Snohomish,Legislative District 44 State Representative Pos. 2,Liz Loomis,(Prefers Democratic Party),34319,49.91,Legislative District 44
Snohomish,Legislative District 44 State Representative Pos. 2,Mike Hope,(Prefers Republican Party),34437,50.09,Legislative District 44
Snohomish,Supreme Court Justice Position 3,Mary Fairhurst,,224486,100,Supreme Court
Snohomish,Supreme Court Justice Position 4,Charles W. Johnson,,226465,100,Supreme Court
Snohomish,Supreme Court Justice Position 7,Debra L. Stephens,,224913,100,Supreme Court
Snohomish,"Court of Appeals, Division 1, District 2 Judge Position 2",J. Robert Leach,,220666,100,"Court of Appeals, Division 1, District 2"
Snohomish,Snohomish Superior Court Judge Position 6,George Appel,,150571,57.53,Snohomish Superior Court
Snohomish,Snohomish Superior Court Judge Position 6,Joseph P. Wilson,,111161,42.47,Snohomish Superior Court
Snohomish,PUBLIC UTILITIES DISTRICT NO 1 Commissioner District #1,Bill Barnet,,62407,25.4,PUBLIC UTILITIES DISTRICT NO 1
Snohomish,PUBLIC UTILITIES DISTRICT NO 1 Commissioner District #1,Dave Aldrich,,183329,74.6,PUBLIC UTILITIES DISTRICT NO 1
Snohomish,SoundTransit Sound Transit (A Regional Transit Authority) Proposition No. 1 Mass Transit Expansion ,Approved,,94748,54.21,SoundTransit
Snohomish,SoundTransit Sound Transit (A Regional Transit Authority) Proposition No. 1 Mass Transit Expansion ,Rejected,,80019,45.79,SoundTransit
Spokane,Statewide Initiative Measure 985 concerns transportation,Yes,,68568,32.19,Statewide
Spokane,Statewide Initiative Measure 985 concerns transportation,No,,144416,67.81,Statewide
Spokane,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,112164,51.7,Statewide
Spokane,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,104796,48.3,Statewide
Spokane,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,159886,74.24,Statewide
Spokane,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,55465,25.76,Statewide
Spokane,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,105786,48.19,United States
Spokane,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,108314,49.34,United States
Spokane,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,2635,1.2,United States
Spokane,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,71,0.03,United States
Spokane,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,37,0.02,United States
Spokane,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,870,0.4,United States
Spokane,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,1499,0.68,United States
Spokane,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,299,0.14,United States
Spokane,U.S. Congressional District 5 Representative,Cathy McMorris Rodgers,(Prefers Republican Party),134228,62.79,U.S. Congressional District 5
Spokane,U.S. Congressional District 5 Representative,Mark Mays,(Prefers Democratic Party),79531,37.21,U.S. Congressional District 5
Spokane,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),104369,48.11,Washington State
Spokane,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),112570,51.89,Washington State
Spokane,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),114233,55.15,Washington State
Spokane,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),92910,44.85,Washington State
Spokane,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),129876,62.62,Washington State
Spokane,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),77532,37.38,Washington State
Spokane,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),107422,52.99,Washington State
Spokane,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),95304,47.01,Washington State
Spokane,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),111063,54.83,Washington State
Spokane,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),91503,45.17,Washington State
Spokane,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),134706,65.03,Washington State
Spokane,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),72439,34.97,Washington State
Spokane,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),106492,51.93,Washington State
Spokane,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),98569,48.07,Washington State
Spokane,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,97095,51.33,Washington State
Spokane,Washington State Superintendent of Public Instruction,Randy Dorn,,92080,48.67,Washington State
Spokane,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),105917,52.94,Washington State
Spokane,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),94146,47.06,Washington State
Spokane,Legislative District 3 State Senator,Lisa Brown,(Prefers Democratic Party),30893,74.46,Legislative District 3
Spokane,Legislative District 3 State Senator,John Moyna,(States No Party Preference),10598,25.54,Legislative District 3
Spokane,Legislative District 3 State Representative Pos. 1,Alex Wood,(Prefers Democratic Party),28421,67.36,Legislative District 3
Spokane,Legislative District 3 State Representative Pos. 1,Chris Bowen,(Prefers Republican Party),13774,32.64,Legislative District 3
Spokane,Legislative District 3 State Representative Pos. 2,Timm Ormsby,(Prefers Democratic Party),27385,65.14,Legislative District 3
Spokane,Legislative District 3 State Representative Pos. 2,Mike Novak,(Prefers G.O.P. Party),14655,34.86,Legislative District 3
Spokane,Legislative District 4 State Senator,Bob McCaslin,(Prefers Republican Party),36745,57.5,Legislative District 4
Spokane,Legislative District 4 State Senator,Judi Owens,(Prefers Democratic Party),27163,42.5,Legislative District 4
Spokane,Legislative District 4 State Representative Pos. 1,Larry Crouse,(Prefers Republican Party),35703,56.39,Legislative District 4
Spokane,Legislative District 4 State Representative Pos. 1,Linda J. Thompson,(Prefers Democratic Party),27614,43.61,Legislative District 4
Spokane,Legislative District 4 State Representative Pos. 2,Matt Shea,(Prefers Republican Party),37032,58.47,Legislative District 4
Spokane,Legislative District 4 State Representative Pos. 2,Tim Hattenburg,(Prefers Democratic Party),26301,41.53,Legislative District 4
Spokane,Legislative District 6 State Representative Pos. 1,Don A. Barlow,(Prefers Democratic Party),33050,47.15,Legislative District 6
Spokane,Legislative District 6 State Representative Pos. 1,Kevin Parker,(Prefers Republican Party),37050,52.85,Legislative District 6
Spokane,Legislative District 6 State Representative Pos. 2,John E. Ahern,(Prefers Republican Party),35033,49.95,Legislative District 6
Spokane,Legislative District 6 State Representative Pos. 2,John F. Driscoll,(Prefers Democratic Party),35107,50.05,Legislative District 6
Spokane,Legislative District 7 State Representative Pos. 1,Shelly Short,(Prefers Republican Party),6460,56.33,Legislative District 7
Spokane,Legislative District 7 State Representative Pos. 1,Sue Lani Madsen,(Prefers Republican Party),5009,43.67,Legislative District 7
Spokane,Legislative District 7 State Representative Pos. 2,Joel Kretz,(Prefers Republican Party),10069,100,Legislative District 7
Spokane,Legislative District 9 State Senator,Mark G. Schoesler,(Prefers G.O.P. Party),13260,100,Legislative District 9
Spokane,Legislative District 9 State Representative Pos. 1,Steve Hailey,(Prefers G.O.P. Party),10352,65.15,Legislative District 9
Spokane,Legislative District 9 State Representative Pos. 1,Kenneth E. Caylor,(Prefers Democratic Party),5537,34.85,Legislative District 9
Spokane,Legislative District 9 State Representative Pos. 2,Joe Schmick,(Prefers Republican Party),10195,62.82,Legislative District 9
Spokane,Legislative District 9 State Representative Pos. 2,Tyana Kelley,(Prefers Democratic Party),6033,37.18,Legislative District 9
Spokane,COUNTY WIDE COMMISSIONER DISTRICT 1,Todd Mielke,(Prefers Republican Party),117902,57.18,COUNTY WIDE
Spokane,COUNTY WIDE COMMISSIONER DISTRICT 1,Kim Thorburn,(Prefers Democrat Party),88303,42.82,COUNTY WIDE
Spokane,COUNTY WIDE COMMISSIONER DISTRICT 2,Mark Richard,(Prefers Republican Party),108750,53.85,COUNTY WIDE
Spokane,COUNTY WIDE COMMISSIONER DISTRICT 2,Brian Sayrs,(Prefers Democratic Party),93212,46.15,COUNTY WIDE
Spokane,Supreme Court Justice Position 3,Mary Fairhurst,,152963,100,Supreme Court
Spokane,Supreme Court Justice Position 4,Charles W. Johnson,,151925,100,Supreme Court
Spokane,Supreme Court Justice Position 7,Debra L. Stephens,,153820,100,Supreme Court
Spokane,"Court of Appeals, Division 3, District 1 Judge Position 2",Kevin M. Korsmo,,152365,100,"Court of Appeals, Division 3, District 1"
Spokane,TOWN OF ROCKFORD Proposition No. 1 2009 Fire Protection Services,Yes,,143,65.9,TOWN OF ROCKFORD
Spokane,TOWN OF ROCKFORD Proposition No. 1 2009 Fire Protection Services,No,,74,34.1,TOWN OF ROCKFORD
Spokane,Fire District 02 Proposition No. 1 Emergency Medical Services,Yes,,117,60.62,Fire District 02
Spokane,Fire District 02 Proposition No. 1 Emergency Medical Services,No,,76,39.38,Fire District 02
Spokane,Fire District 03 Proposition No. 1 Proposition to Restore Property Tax Levy,Approved,,4459,58.47,Fire District 03
Spokane,Fire District 03 Proposition No. 1 Proposition to Restore Property Tax Levy,Rejected,,3167,41.53,Fire District 03
Spokane,PUD 01 Commissioner #2,Howie Kubik,,59,53.15,PUD 01
Spokane,PUD 01 Commissioner #2,Ken (K.O.) Rosenberg,,52,46.85,PUD 01
Spokane,ROSALIA PARK DISTRICT 2 Proposition No. 5 Swimming Pool Maintenance,Yes,,11,64.71,ROSALIA PARK DISTRICT 2
Spokane,ROSALIA PARK DISTRICT 2 Proposition No. 5 Swimming Pool Maintenance,No,,6,35.29,ROSALIA PARK DISTRICT 2
Stevens,Statewide Initiative Measure 985 concerns transportation,Yes,,6242,29,Statewide
Stevens,Statewide Initiative Measure 985 concerns transportation,No,,15280,71,Statewide
Stevens,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,10868,49.19,Statewide
Stevens,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,11227,50.81,Statewide
Stevens,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,14449,65.84,Statewide
Stevens,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,7497,34.16,Statewide
Stevens,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,8499,38.04,United States
Stevens,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,13132,58.78,United States
Stevens,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,326,1.46,United States
Stevens,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,4,0.02,United States
Stevens,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,1,0,United States
Stevens,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,96,0.43,United States
Stevens,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,258,1.15,United States
Stevens,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,25,0.11,United States
Stevens,U.S. Congressional District 5 Representative,Cathy McMorris Rodgers,(Prefers Republican Party),16068,73.14,U.S. Congressional District 5
Stevens,U.S. Congressional District 5 Representative,Mark Mays,(Prefers Democratic Party),5902,26.86,U.S. Congressional District 5
Stevens,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),7771,35.02,Washington State
Stevens,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),14418,64.98,Washington State
Stevens,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),9327,44.64,Washington State
Stevens,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),11566,55.36,Washington State
Stevens,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),14077,67.3,Washington State
Stevens,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),6839,32.7,Washington State
Stevens,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),12770,62.15,Washington State
Stevens,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),7777,37.85,Washington State
Stevens,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),9179,44.34,Washington State
Stevens,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),11521,55.66,Washington State
Stevens,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),14841,70.3,Washington State
Stevens,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),6270,29.7,Washington State
Stevens,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),13064,61.66,Washington State
Stevens,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),8123,38.34,Washington State
Stevens,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,8931,47.84,Washington State
Stevens,Washington State Superintendent of Public Instruction,Randy Dorn,,9736,52.16,Washington State
Stevens,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),8467,42.19,Washington State
Stevens,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),11604,57.81,Washington State
Stevens,Legislative District 7 State Representative Pos. 1,Shelly Short,(Prefers Republican Party),11122,57.14,Legislative District 7
Stevens,Legislative District 7 State Representative Pos. 1,Sue Lani Madsen,(Prefers Republican Party),8342,42.86,Legislative District 7
Stevens,Legislative District 7 State Representative Pos. 2,Joel Kretz,(Prefers Republican Party),16964,100,Legislative District 7
Stevens,COUNTYWIDE Commissioner #1,Larry Guenther,(Prefers Republican Party),13461,65.38,COUNTYWIDE
Stevens,COUNTYWIDE Commissioner #1,Lela J Taylor,(Prefers Democratic Party),7129,34.62,COUNTYWIDE
Stevens,COUNTYWIDE Commissioner #3,Malcolm R. Friedman,(Prefers Republican Party),13237,69.88,COUNTYWIDE
Stevens,COUNTYWIDE Commissioner #3,Erica Breien,(Prefers Republican Party),5706,30.12,COUNTYWIDE
Stevens,Supreme Court Justice Position 3,Mary Fairhurst,,14269,100,Supreme Court
Stevens,Supreme Court Justice Position 4,Charles W. Johnson,,14097,100,Supreme Court
Stevens,Supreme Court Justice Position 7,Debra L. Stephens,,14171,100,Supreme Court
Stevens,"Court of Appeals, Division 3, District 1 Judge Position 2",Kevin M. Korsmo,,14031,100,"Court of Appeals, Division 3, District 1"
Stevens,"Ferry, Pend Oreille, Stevens Superior Court Judge Position 1",Rebecca M. Baker,,14459,100,"Ferry, Pend Oreille, Stevens Superior Court"
Stevens,"Ferry, Pend Oreille, Stevens Superior Court Judge Position 2",Allen C. Nielson,,14271,100,"Ferry, Pend Oreille, Stevens Superior Court"
Stevens,LAKE SPOKANE PARK AND RECREATION DISTRICT Commissioner #1,Phil Aune,,2191,100,LAKE SPOKANE PARK AND RECREATION DISTRICT
Stevens,LAKE SPOKANE PARK AND RECREATION DISTRICT Commissioner #2,Scott Chaney,,2206,100,LAKE SPOKANE PARK AND RECREATION DISTRICT
Stevens,LAKE SPOKANE PARK AND RECREATION DISTRICT Commissioner #3,Gary Brown,,2237,100,LAKE SPOKANE PARK AND RECREATION DISTRICT
Stevens,LAKE SPOKANE PARK AND RECREATION DISTRICT Commissioner #4,Write-In: G.L. Rocky Fortner,,273,79.13,LAKE SPOKANE PARK AND RECREATION DISTRICT
Stevens,LAKE SPOKANE PARK AND RECREATION DISTRICT Commissioner #4,Write-In: Mike McWatters,,3,0.87,LAKE SPOKANE PARK AND RECREATION DISTRICT
Stevens,LAKE SPOKANE PARK AND RECREATION DISTRICT Commissioner #4,Write-In: Robert T. Buckley,,16,4.64,LAKE SPOKANE PARK AND RECREATION DISTRICT
Stevens,LAKE SPOKANE PARK AND RECREATION DISTRICT Commissioner #4,Write-In: Ted Hensold,,15,4.35,LAKE SPOKANE PARK AND RECREATION DISTRICT
Stevens,LAKE SPOKANE PARK AND RECREATION DISTRICT Commissioner #4,Write-In: Teri Dring,,38,11.01,LAKE SPOKANE PARK AND RECREATION DISTRICT
Stevens,LAKE SPOKANE PARK AND RECREATION DISTRICT Commissioner #5,Steven E Maggio,,2211,100,LAKE SPOKANE PARK AND RECREATION DISTRICT
Stevens,LAKE SPOKANE PARK AND RECREATION DISTRICT Proposition No. 1 Authorizing Formation of Lake Spokane Park and Recreation District,Yes,,2330,70.8,LAKE SPOKANE PARK AND RECREATION DISTRICT
Stevens,LAKE SPOKANE PARK AND RECREATION DISTRICT Proposition No. 1 Authorizing Formation of Lake Spokane Park and Recreation District,No,,961,29.2,LAKE SPOKANE PARK AND RECREATION DISTRICT
Stevens,FIRE DISTRICT - 001 Proposition 2 Levy Lift for Fire Protection/Emergency Medical Services Staffing and Operational Expenses,Levy Yes,,2819,42.42,FIRE DISTRICT - 001
Stevens,FIRE DISTRICT - 001 Proposition 2 Levy Lift for Fire Protection/Emergency Medical Services Staffing and Operational Expenses,Levy No,,3827,57.58,FIRE DISTRICT - 001
Stevens,PUBLIC UTILITY DISTRICT - 001 Commissioner #2,Howie Kubik,,9875,55.57,PUBLIC UTILITY DISTRICT - 001
Stevens,PUBLIC UTILITY DISTRICT - 001 Commissioner #2,Ken (K.O.) Rosenberg,,7895,44.43,PUBLIC UTILITY DISTRICT - 001
Thurston,Statewide Initiative Measure 985 concerns transportation,Yes,,51301,41.97,Statewide
Thurston,Statewide Initiative Measure 985 concerns transportation,No,,70923,58.03,Statewide
Thurston,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,76939,61.7,Statewide
Thurston,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,47752,38.3,Statewide
Thurston,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,89570,72.98,Statewide
